pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_eqt,st_rad,st_mass,st_logg,rastr,ra,decstr,dec,sy_dist
KELT-6 b,7.8457,0.07939,13.372,136.661,Mass,0.22,1313,1.58,1.08,4.07,13h03m55.64s,195.9818362,+30d38m24.52s,30.640145,240.726
KELT-6 b,7.8457,,14.572,165.2716,Mass,0.22,,1.73,1.42,4.07,13h03m55.64s,195.9818362,+30d38m24.52s,30.640145,240.726
KELT-6 c,1276,2.39,,1179.1493,Msini,0.21,,1.53,1.13,4.12,13h03m55.64s,195.9818362,+30d38m24.52s,30.640145,240.726
KELT-7 b,2.73476468,,,,,,,,,,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.681
KELT-7 b,2.73476541,,,,,,,,,,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.681
KELT-7 b,2.7347656,,17.757,,,,1813,1.77,,4.1,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.681
KELT-7 b,2.73477,,17.934,441.7837,Mass,0,,1.81,1.76,4.5,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.681
KELT-7 b,2.7347703,,,,,,,1.81,1.76,4.5,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.681
KELT-7 b,2.7347657,,,,,,,1.73,1.53,4.15,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.681
KELT-7 b,2.73476539,,,,,,,,,,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.681
KELT-7 b,2.7347749,0.04415,17.183,406.8224,Mass,0,2048,1.73,1.53,4.15,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.681
KELT-7 b,2.73478,,,,,,,,,4.14,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.681
KELT-7 b,2.7347656,,,,,,,1.73,1.53,4.15,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.681
KELT-8 b,3.2440796,,,,,,,1.39,1.02,4.16,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.572
KELT-8 b,3.2440788,,,,,,,,,,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.572
KELT-8 b,3.24408156,,,,,0.04,,1.67,1.21,4.08,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.572
KELT-8 b,3.24406,,18.159,209.7678,Mass,0.04,,1.46,0.81,4.08,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.572
KELT-8 b,3.244044,,,,,,,1.46,0.81,4.08,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.572
KELT-8 b,3.24406,0.0455,20.849,272.69814,Mass,0.047,,1.67,1.21,,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.572
KELT-8 b,3.24404537,,21.05,,,,1428,1.39,,4.16,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.572
KELT-8 b,3.24406,0.04571,20.849,275.55861,Mass,0.035,1675,1.67,1.21,4.08,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.572
KELT-9 b,1.48111871,,,,,,,,,,20h31m26.38s,307.8598998,+39d56m20.10s,39.9389161,204.455
KELT-9 b,,,19.986,775.5052,Mass,,,2.18,1.98,,20h31m26.38s,307.8598998,+39d56m20.10s,39.9389161,204.455
KELT-9 b,1.48111874,,,,,,,2.36,2.52,4.09,20h31m26.38s,307.8598998,+39d56m20.10s,39.9389161,204.455
KELT-9 b,1.48109029,,20.34,,,,3446,2.29,,4.11,20h31m26.38s,307.8598998,+39d56m20.10s,39.9389161,204.455
KELT-9 b,1.4811235,,,,,,,2.36,2.52,4.09,20h31m26.38s,307.8598998,+39d56m20.10s,39.9389161,204.455
KELT-9 b,1.4811235,0.03462,21.196,915.3504,Mass,0,4050,2.36,2.52,4.09,20h31m26.38s,307.8598998,+39d56m20.10s,39.9389161,204.455
KIC 10001893 b,0.2197,,,,,,,,,5.35,19h09m33.42s,287.3892308,+46d59m04.02s,46.9844491,1672.94
KIC 10001893 c,0.32528,,,,,,,,,5.35,19h09m33.42s,287.3892308,+46d59m04.02s,46.9844491,1672.94
KIC 10001893 d,0.81161,,,,,,,,,5.35,19h09m33.42s,287.3892308,+46d59m04.02s,46.9844491,1672.94
KIC 10068024 b,2.073549,,,635.65681,Msini,,,1.57,1.22,4.09,19h15m23.29s,288.8470423,+47d01m22.30s,47.0228607,721.105
KIC 10525077 b,854.083,,5.5,,,,,1.01,1.01,4.42,19h09m30.75s,287.3781164,+47d46m16.15s,47.7711541,1461.15
KIC 3526061 b,3552,5.14,,5768.58559,Msini,0.85,,5.86,1.42,3.09,19h00m44.74s,285.1863974,+38d36m40.00s,38.6111112,401.229
KIC 3558849 b,1322.3,,6.9,,,,,1.01,0.98,4.44,19h39m47.96s,294.9498381,+38d36m18.67s,38.6051867,1215.7
KIC 5437945 b,440.786134,,6.05,,,,,1.26,1.17,4.3,19h13m53.98s,288.4749028,+40d39m04.63s,40.6512848,1274.01
KIC 5437945 b,440.7813,,6.4,,,,,1.24,1.07,4.16,19h13m53.98s,288.4749028,+40d39m04.63s,40.6512848,1274.01
KIC 5437945 b,440.786134,1.1455,6.7,,,0,308,1.39,1.03,4.16,19h13m53.98s,288.4749028,+40d39m04.63s,40.6512848,1274.01
KIC 5437945 b,440.7843755,1.1455,7.23,,,0,308,1.39,1.03,4.16,19h13m53.98s,288.4749028,+40d39m04.63s,40.6512848,1274.01
KIC 5437945 b,440.786134,1.1455,6.7,,,0,308,1.39,1.03,4.16,19h13m53.98s,288.4749028,+40d39m04.63s,40.6512848,1274.01
KIC 5437945 b,440.7843755,,,,,,,1.95,1.1,3.9,19h13m53.98s,288.4749028,+40d39m04.63s,40.6512848,1274.01
KIC 5437945 b,440.786134,1.1455,6.7,,,0,308,1.39,1.03,4.16,19h13m53.98s,288.4749028,+40d39m04.63s,40.6512848,1274.01
KIC 5479689 b,1.701531,,,158.9142,Msini,,,0.89,0.97,4.52,19h57m18.12s,299.3254983,+40d38m17.24s,40.6381229,454.95
KIC 7917485 b,840,,,3750.394,Msini,0.15,,,1.63,4,19h57m44.31s,299.4346094,+43d37m57.38s,43.6326069,1382.89
KIC 8121913 b,3.294601,,,667.43965,Msini,,,2.23,1.46,3.9,19h55m52.27s,298.9677981,+43d54m33.76s,43.909378,707.303
KIC 8540376 b,31.8099,,4.1,,,,,1.26,1.04,4.31,18h49m30.61s,282.3775397,+44d41m40.45s,44.694569,1072.3
KIC 8540376 c,75.2,,2.4,,,,,1.26,1.04,4.31,18h49m30.61s,282.3775397,+44d41m40.45s,44.694569,1072.3
KIC 9663113 b,,,9.935,,,,,2.22,,,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74
KIC 9663113 b,572.3847,,4.6,,,,,1.03,0.98,4.42,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74
KIC 9663113 b,572.376632,,,,,,,2.22,1.15,3.81,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74
KIC 9663113 b,572.383277,1.3337,3.78,,,0,232,1.01,0.96,4.42,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74
KIC 9663113 b,572.3979,1.369,5,,,0,234,1.04,1.04,4.42,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74
KIC 9663113 b,572.376632,1.4062,5.8,,,0,264,1.3,1.13,4.26,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74
KIC 9663113 b,572.383277,1.3337,3.78,,,0,232,1.01,0.96,4.42,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74
KMT-2016-BLG-0212L b,,2.2,,5700,Mass,,,,0.48,,17h53m45.42s,268.43925,-29d05m12.80s,-29.0868889,6300
KMT-2016-BLG-0212L b,,4.2,,5.8,Mass,,,,0.36,,17h53m45.42s,268.43925,-29d05m12.80s,-29.0868889,6200
KMT-2016-BLG-0212L b,,5.5,,6.3,Mass,,,,0.39,,17h53m45.42s,268.43925,-29d05m12.80s,-29.0868889,6000
KMT-2016-BLG-0212L b,,4.6,,10.9,Mass,,,,0.39,,17h53m45.42s,268.43925,-29d05m12.80s,-29.0868889,6000
KMT-2016-BLG-1105L b,,2.03,,4.67,Mass,,,,0.37,,17h45m47.34s,266.44725,-26d15m58.93s,-26.2663694,7120
KMT-2016-BLG-1105L b,,2.44,,2.32,Mass,,,,0.41,,17h45m47.34s,266.44725,-26d15m58.93s,-26.2663694,5080
KMT-2016-BLG-1105L b,,2.26,,1.32,Mass,,,,0.43,,17h45m47.34s,266.44725,-26d15m58.93s,-26.2663694,3270
KMT-2016-BLG-1105L b,,2.56,,9.51,Mass,,,,0.44,,17h45m47.34s,266.44725,-26d15m58.93s,-26.2663694,5280
KMT-2016-BLG-1105L b,,2.93,,0.92,Mass,,,,0.43,,17h45m47.34s,266.44725,-26d15m58.93s,-26.2663694,3790
KMT-2016-BLG-1105L b,,2.63,,12.14,Mass,,,,0.43,,17h45m47.34s,266.44725,-26d15m58.93s,-26.2663694,5420
KMT-2016-BLG-1107L b,,0.342,,1043,Mass,,,,0.09,,17h45m40.26s,266.41775,-26d01m54.48s,-26.0318,6651
KMT-2016-BLG-1107L b,,1.065,,29,Mass,,,,0.02,,17h45m40.26s,266.41775,-26d01m54.48s,-26.0318,7481
KMT-2016-BLG-1397L b,,,,,,,,,,,18h10m39.51s,272.664612,-24d51m27.86s,-24.8577385,
KMT-2016-BLG-1397L b,,5.1,,2200,Mass,,,,0.45,,18h10m39.51s,272.664612,-24d51m27.86s,-24.8577385,6600
KMT-2016-BLG-1820L b,,1.08,,1450,Mass,,,,0.04,,17h55m03.54s,268.76474,-29d31m00.91s,-29.5169201,6260
KMT-2016-BLG-1836L b,,2.7,,700,Mass,,,,0.51,,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,6300
KMT-2016-BLG-1836L b,,2.6,,730,Mass,,,,0.6,,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,7100
KMT-2016-BLG-1836L b,,3.5,,700,Mass,,,,0.49,,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,7200
KMT-2016-BLG-1836L b,,3.5,,700,Mass,,,,0.49,,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,7100
KMT-2016-BLG-1836L b,,3.6,,700,Mass,,,,0.48,,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,7100
KMT-2016-BLG-1836L b,,2.7,,730,Mass,,,,0.53,,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,6500
KMT-2016-BLG-1836L b,,3.5,,700,Mass,,,,0.49,,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,7100
KMT-2016-BLG-2142L b,,0.83,,4923,Mass,,,,0.07,,17h52m26.88s,268.112,-29d23m04.42s,-29.3845615,7010
KMT-2016-BLG-2142L b,,,,,,,,,,,17h52m26.88s,268.112,-29d23m04.42s,-29.3845615,
KMT-2016-BLG-2321L b,,3.41,,298.7587,Mass,,,,0.73,,17h36m13.90s,264.0579167,-25d31m29.57s,-25.5248806,3640
KMT-2016-BLG-2321L b,,3.81,,311.47184,Mass,,,,0.73,,17h36m13.90s,264.0579167,-25d31m29.57s,-25.5248806,3490
KMT-2016-BLG-2321L b,,3.58,,301.93699,Mass,,,,0.73,,17h36m13.90s,264.0579167,-25d31m29.57s,-25.5248806,3580
KMT-2016-BLG-2364L b,,2.63,,1250,Mass,,,,0.5,,17h42m51.76s,265.715667,-27d26m08.02s,-27.4355611,6440
KMT-2016-BLG-2397L b,,3.64,,836,Mass,,,,0.64,,17h44m51.01s,266.212542,-23d12m04.97s,-23.2013806,4880
KMT-2016-BLG-2397L b,,2.83,,769,Mass,,,,0.62,,17h44m51.01s,266.212542,-23d12m04.97s,-23.2013806,5090
KMT-2016-BLG-2605L b,,0.681,,245.0457,Mass,,,,0.06,,17h59m17.54s,269.8230833,-26d58m55.20s,-26.982,6421
KMT-2017-BLG-0165L b,,,,,,,,,,,17h58m35.92s,269.6496667,-28d08m01.21s,-28.1336694,
KMT-2017-BLG-0165L b,,3.45,,34,Mass,,,,0.76,,17h58m35.92s,269.6496667,-28d08m01.21s,-28.1336694,4530
KMT-2017-BLG-0428L b,,1.78,,5.63,Mass,,,,0.34,,18h05m32.46s,271.38525,-28d29m25.01s,-28.4902806,5400
KMT-2017-BLG-0428L b,,1.85,,5.55,Mass,,,,0.34,,18h05m32.46s,271.38525,-28d29m25.01s,-28.4902806,5400
KMT-2017-BLG-0428L b,,1.81,,5.59,Mass,,,,0.34,,18h05m32.46s,271.38525,-28d29m25.01s,-28.4902806,5400
KMT-2017-BLG-0673L b,,2.34,,1166.43025,Mass,,,,0.63,,17h39m01.69s,264.7570417,-33d48m28.9s,-33.8080278,5080
KMT-2017-BLG-1003L b,,1.54,,6.75,Mass,,,,0.37,,17h41m38.76s,265.4115,-24d22m26.18s,-24.3739389,7030
KMT-2017-BLG-1003L b,,1.38,,5.19,Mass,,,,0.32,,17h41m38.76s,265.4115,-24d22m26.18s,-24.3739389,7090
KMT-2017-BLG-1003L b,,1.25,,3.72,Mass,,,,0.27,,17h41m38.76s,265.4115,-24d22m26.18s,-24.3739389,7160
KMT-2017-BLG-1038L b,,1.8,,640,Mass,,,,0.37,,17h44m41.02s,266.170917,-25d08m34.91s,-25.1430306,6000
KMT-2017-BLG-1038L b,,1.9,,760,Mass,,,,0.43,,17h44m41.02s,266.170917,-25d08m34.91s,-25.1430306,6100
KMT-2017-BLG-1146L b,,1.6,,230,Mass,,,,0.33,,17h56m25.40s,269.105833,-33d08m32.89s,-33.1424694,6500
KMT-2017-BLG-1146L b,,1.7,,270,Mass,,,,0.4,,17h56m25.40s,269.105833,-33d08m32.89s,-33.1424694,6600
KMT-2017-BLG-1194L b,,1.78,,3.54,Mass,,,,0.41,,18h17m17.31s,274.322125,-25d19m26.18s,-25.3239389,4240
KMT-2017-BLG-2509L b,,2.14,,664.26137,Mass,,,,0.46,,17h42m21.57s,265.589875,-26d19m01.74s,-26.31715,7040
KMT-2018-BLG-0029L b,,4.27,,7.59,Mass,,,,1.14,,17h37m52.67s,264.469458,-27d59m04.92s,-27.9847,3380
KMT-2018-BLG-0029L b,,4.54,,8.69,Mass,,,,1.25,,17h37m52.67s,264.469458,-27d59m04.92s,-27.9847,3760
KMT-2018-BLG-0030L b,,4.39,,460.85119,Mass,,,,0.51,,17h38m04.00s,264.5166667,-28d02m29.85s,-28.041625,6480
KMT-2018-BLG-0087L b,,0.66,,101.70509,Mass,,,,0.11,,17h37m18.48s,264.327,-27d49m55.42s,-27.8320611,6900
KMT-2018-BLG-0087L b,,0.87,,73.10053,Mass,,,,0.1,,17h37m18.48s,264.327,-27d49m55.42s,-27.8320611,7020
KMT-2018-BLG-0247L b,,2.11,,740.54019,Mass,,,,0.35,,17h38m14.41s,264.5600417,-27d09m01.48s,-27.1504111,6470
KMT-2018-BLG-0247L b,,2.56,,648.36995,Mass,,,,0.27,,17h38m14.41s,264.5600417,-27d09m01.48s,-27.1504111,6840
KMT-2018-BLG-0247L b,,2.46,,670.61794,Mass,,,,0.29,,17h38m14.41s,264.5600417,-27d09m01.48s,-27.1504111,6760
KMT-2018-BLG-0748L b,,0.62,,60,Mass,,,,0.09,,17h51m29.88s,267.8745,-30d38m47.00s,-30.6463889,7300
KMT-2018-BLG-0885L b,,2.64,,9852.68062,Mass,,,,0.29,,17h55m51.92s,268.9663333,-28d30m48.10s,-28.5133611,6890
KMT-2018-BLG-0885L b,,1.07,,9217.0238,Mass,,,,0.29,,17h55m51.92s,268.9663333,-28d30m48.10s,-28.5133611,6890
KMT-2018-BLG-1025L b,,0.508,,4.444,Mass,,,,0.08,,17h59m27.94s,269.8664167,-27d52m41.02s,-27.8780611,7470
KMT-2018-BLG-1025L b,,1.305,,6.059,Mass,,,,0.22,,17h59m27.94s,269.8664167,-27d52m41.02s,-27.8780611,6705
KMT-2018-BLG-1025L b,,0.65,,4.447,Mass,,,,0.08,,17h59m27.94s,269.8664167,-27d52m41.02s,-27.8780611,7450
KMT-2018-BLG-1292L b,,6.03,,1400,Mass,,,,1.09,,17h33m42.62s,263.427583,-33d31m14.41s,-33.5206694,3460
KMT-2018-BLG-1292L b,,,,,,,,,,,17h33m42.62s,263.427583,-33d31m14.41s,-33.5206694,
KMT-2018-BLG-1292L b,,6.56,,1570,Mass,,,,1.25,,17h33m42.62s,263.427583,-33d31m14.41s,-33.5206694,3840
KMT-2018-BLG-1743L b,,1.931,,512.33939,Mass,,,,0.42,,18h17m08.01s,274.283375,-26d21m34.70s,-26.3596389,6039
KMT-2018-BLG-1743L b,,1.449,,77.86796,Mass,,,,0.19,,18h17m08.01s,274.283375,-26d21m34.70s,-26.3596389,6483
KMT-2018-BLG-1976L b,,3.54,,705.57906,Mass,,,,0.65,,17h45m25.12s,266.3546667,-35d42m01.19s,-35.7003306,5840
KMT-2018-BLG-1976L b,,2.04,,622.94368,Mass,,,,0.65,,17h45m25.12s,266.3546667,-35d42m01.19s,-35.7003306,5840
KMT-2018-BLG-1988L b,,2.83,,6.78,Mass,,,,0.48,,17h41m07.81s,265.2825417,-35d35m40.92s,-35.5947,4170
KMT-2018-BLG-1988L b,,3.09,,5.56,Mass,,,,0.47,,17h41m07.81s,265.2825417,-35d35m40.92s,-35.5947,4150
KMT-2018-BLG-1990L b,,0.689,,103,Mass,,,,0.08,,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,873
KMT-2018-BLG-1990L b,,1.095,,189,Mass,,,,0.15,,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,1296
KMT-2018-BLG-1990L b,,0.763,,111,Mass,,,,0.09,,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,967
KMT-2018-BLG-1990L b,,0.699,,106,Mass,,,,0.08,,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,742
KMT-2018-BLG-1990L b,,0.947,,206,Mass,,,,0.11,,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,950
KMT-2018-BLG-1990L b,,1.039,,180,Mass,,,,0.14,,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,1229
KMT-2018-BLG-1990L b,,0.657,,101,Mass,,,,0.07,,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,674
KMT-2018-BLG-1990L b,,1.521,,293,Mass,,,,0.23,,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,1735
KMT-2018-BLG-1990L b,,0.883,,180,Mass,,,,0.1,,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,937
KMT-2018-BLG-1990L b,,1.083,,192,Mass,,,,0.15,,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,1277
KMT-2018-BLG-1990L b,,0.751,,126,Mass,,,,0.08,,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,789
KMT-2018-BLG-1996L b,,1.97,,387.75066,Mass,,,,0.69,,17h54m42.84s,268.6785,-22d49m13.48s,-22.8204111,5910
KMT-2018-BLG-1996L b,,4.27,,346.43296,Mass,,,,0.69,,17h54m42.84s,268.6785,-22d49m13.48s,-22.8204111,5910
KMT-2018-BLG-2602L b,,3.81,,365.50267,Mass,,,,0.66,,17h49m35.29s,267.3970417,-21d58m34.32s,-21.9762,4310
KMT-2019-BLG-0253L b,,3.1,,9.2,Mass,,,,0.7,,17h51m31.82s,267.8825833,-29d33m55.7s,-29.5654722,4900
KMT-2019-BLG-0253L b,,3.1,,9.2,Mass,,,,0.7,,17h51m31.82s,267.8825833,-29d33m55.7s,-29.5654722,4900
KMT-2019-BLG-0253L b,,3.1,,9.2,Mass,,,,0.7,,17h51m31.82s,267.8825833,-29d33m55.7s,-29.5654722,4900
KMT-2019-BLG-0253L b,,3.1,,9.2,Mass,,,,0.7,,17h51m31.82s,267.8825833,-29d33m55.7s,-29.5654722,4900
KMT-2019-BLG-0253L b,,3.1,,9.2,Mass,,,,0.7,,17h51m31.82s,267.8825833,-29d33m55.7s,-29.5654722,4900
KMT-2019-BLG-0253L b,,3.1,,9.2,Mass,,,,0.7,,17h51m31.82s,267.8825833,-29d33m55.7s,-29.5654722,4900
KMT-2019-BLG-0297L b,,0.96,,6038.73973,Mass,,,,0.21,,18h00m15.19s,270.0632917,-28d57m55.01s,-28.9652806,3090
KMT-2019-BLG-0298L b,,5.525,,587.98255,Mass,,,,0.71,,17h39m30.72s,264.878,-27d38m17.30s,-27.6381389,6921
KMT-2019-BLG-0298L b,,5.763,,567.95936,Mass,,,,0.69,,17h39m30.72s,264.878,-27d38m17.30s,-27.6381389,6555
KMT-2019-BLG-0298L b,,5.67,,575.26942,Mass,,,,0.7,,17h39m30.72s,264.878,-27d38m17.30s,-27.6381389,6710
KMT-2019-BLG-0335L b,,1.64,,6674.39655,Mass,,,,0.32,,17h31m21.63s,262.840125,-29d35m26.48s,-29.5906889,7710
KMT-2019-BLG-0371L b,,1.5,,3807.58432,Mass,,,,0.09,,17h53m32.14s,268.3839167,-31d33m18.08s,-31.5550222,7040
KMT-2019-BLG-0371L b,,0.79,,2447.27873,Mass,,,,0.09,,17h53m32.14s,268.3839167,-31d33m18.08s,-31.5550222,7010
KMT-2019-BLG-0414L b,,1.4,,619.76539,Mass,,,,0.74,,17h55m24.70s,268.8529167,-21d53m43.94s,-21.8955389,4410
KMT-2019-BLG-0414L b,,9.42,,1353.94901,Mass,,,,0.74,,17h55m24.70s,268.8529167,-21d53m43.94s,-21.8955389,4410
KMT-2019-BLG-0414L b,,1.16,,1452.47582,Mass,,,,0.74,,17h55m24.70s,268.8529167,-21d53m43.94s,-21.8955389,4410
KMT-2019-BLG-0414L b,,9.12,,680.15279,Mass,,,,0.74,,17h55m24.70s,268.8529167,-21d53m43.94s,-21.8955389,4410
KMT-2019-BLG-0842L b,,3.31,,10.28,Mass,,,,0.76,,17h53m50.03s,268.458458,-29d52m38.78s,-29.8774389,3320
KMT-2019-BLG-0953L b,,1.1,,15.5,Mass,,,,0.28,,17h57m21.26s,269.3385833,-28d40m28.7s,-28.6746389,7200
KMT-2019-BLG-1042L b,,1.7,,60.3874,Mass,,,,0.3,,18h02m10.57s,270.5440417,-27d34m50.41s,-27.5806694,6600
KMT-2019-BLG-1216L b,,2.56,,32.10067,Mass,,,,0.41,,17h53m55.35s,268.480625,-35d08m11.90s,-35.1366389,2895
KMT-2019-BLG-1216L b,,2.323,,27.9689,Mass,,,,0.36,,17h53m55.35s,268.480625,-35d08m11.90s,-35.1366389,2607
KMT-2019-BLG-1216L b,,2.591,,32.73633,Mass,,,,0.42,,17h53m55.35s,268.480625,-35d08m11.90s,-35.1366389,2931
KMT-2019-BLG-1216L b,,2.359,,28.60456,Mass,,,,0.37,,17h53m55.35s,268.480625,-35d08m11.90s,-35.1366389,2649
KMT-2019-BLG-1216L b,,2.859,,40.36421,Mass,,,,0.52,,17h53m55.35s,268.480625,-35d08m11.90s,-35.1366389,3441
KMT-2019-BLG-1216L b,,2.987,,42.58901,Mass,,,,0.53,,17h53m55.35s,268.480625,-35d08m11.90s,-35.1366389,3573
KMT-2019-BLG-1216L b,,2.44,,29.87587,Mass,,,,0.39,,17h53m55.35s,268.480625,-35d08m11.90s,-35.1366389,2740
KMT-2019-BLG-1339L b,,2.8,,404,Mass,,,,0.49,,17h42m58.42s,265.743417,-25d34m26.1s,-25.5739167,6000
KMT-2019-BLG-1339L b,,4.3,,3400,Mass,,,,0.26,,17h42m58.42s,265.743417,-25d34m26.1s,-25.5739167,7210
KMT-2019-BLG-1339L b,,0.67,,3880,Mass,,,,0.27,,17h42m58.42s,265.743417,-25d34m26.1s,-25.5739167,7150
KMT-2019-BLG-1339L b,,2.15,,397,Mass,,,,0.48,,17h42m58.42s,265.743417,-25d34m26.1s,-25.5739167,6120
KMT-2019-BLG-1367L b,,1.67,,4.06,Mass,,,,0.25,,18h09m53.12s,272.4713333,-29d45m43.96s,-29.7622111,4680
KMT-2019-BLG-1367L b,,1.7,,4.08,Mass,,,,0.25,,18h09m53.12s,272.4713333,-29d45m43.96s,-29.7622111,4670
KMT-2019-BLG-1367L b,,1.73,,4.12,Mass,,,,0.25,,18h09m53.12s,272.4713333,-29d45m43.96s,-29.7622111,4670
KMT-2019-BLG-1552L b,,2.6,,1287.20505,Mass,,,,0.79,,17h58m22.99s,269.5957917,-27d34m00.98s,-27.5669389,4600
KMT-2019-BLG-1715L b,,3.32,,813.64072,Mass,,,,0.61,,18h01m29.21s,270.3717083,-28d46m37.7s,-28.7771389,3860
KMT-2019-BLG-1715L b,,2.8,,454.49462,Mass,,,,0.59,,18h01m29.21s,270.3717083,-28d46m37.7s,-28.7771389,3770
KMT-2019-BLG-1806L b,,3.11,,4.63,Mass,,,,0.73,,18h02m09.01s,270.5375417,-29d24m53.60s,-29.4148889,6680
KMT-2019-BLG-1806L b,,2.87,,4.67,Mass,,,,0.75,,18h02m09.01s,270.5375417,-29d24m53.60s,-29.4148889,6620
KMT-2019-BLG-1806L b,,3.02,,4.67,Mass,,,,0.74,,18h02m09.01s,270.5375417,-29d24m53.60s,-29.4148889,6640
KMT-2019-BLG-1806L b,,2.85,,4.47,Mass,,,,0.74,,18h02m09.01s,270.5375417,-29d24m53.60s,-29.4148889,6630
KMT-2019-BLG-1806L b,,3.17,,4.79,Mass,,,,0.75,,18h02m09.01s,270.5375417,-29d24m53.60s,-29.4148889,6620
KMT-2019-BLG-1953L b,,,,200,Mass,,,,0.31,,17h56m27.90s,269.11625,-28d12m04.00s,-28.2011111,7040
KMT-2019-BLG-1953L b,,,,,,,,,,,17h56m27.90s,269.11625,-28d12m04.00s,-28.2011111,
KMT-2019-BLG-1953L b,,,,,,,,,,,17h56m27.90s,269.11625,-28d12m04.00s,-28.2011111,
KMT-2019-BLG-1953L b,,,,,,,,,,,17h56m27.90s,269.11625,-28d12m04.00s,-28.2011111,
KMT-2019-BLG-1953L b,,,,,,,,,,,17h56m27.90s,269.11625,-28d12m04.00s,-28.2011111,
KMT-2019-BLG-1953L b,,,,,,,,,,,17h56m27.90s,269.11625,-28d12m04.00s,-28.2011111,
KMT-2019-BLG-2783L b,,1.85,,368.68095,Mass,,,,0.34,,17h57m10.06s,269.2919167,-33d47m18.67s,-33.7885194,5910
KMT-2019-BLG-2974L b,,2,,88.99195,Mass,,,,0.47,,17h51m24.50s,267.8520833,-29d25m23.38s,-29.4231611,6100
KMT-2020-BLG-0414L b,,1.79,,1.21,Mass,,,,0.36,,18h07m39.60s,271.915,-28d29m06.8s,-28.4852222,1220
KMT-2020-BLG-0414L b,,1.26,,0.96,Mass,,,,0.26,,18h07m39.60s,271.915,-28d29m06.8s,-28.4852222,800
KMT-2020-BLG-0414L b,,1.62,,1.28,Mass,,,,0.34,,18h07m39.60s,271.915,-28d29m06.8s,-28.4852222,1120
KMT-2020-BLG-0414L b,,1.04,,0.86,Mass,,,,0.22,,18h07m39.60s,271.915,-28d29m06.8s,-28.4852222,690
KMT-2020-BLG-0414L c,,11.4,,3972.85509,Mass,,,,0.22,,18h07m39.60s,271.915,-28d29m06.8s,-28.4852222,690
KMT-2020-BLG-0414L c,,0.16,,7405.40188,Mass,,,,0.36,,18h07m39.60s,271.915,-28d29m06.8s,-28.4852222,1220
KMT-2020-BLG-0414L c,,0.12,,4894.55747,Mass,,,,0.26,,18h07m39.60s,271.915,-28d29m06.8s,-28.4852222,800
KMT-2020-BLG-0414L c,,16.6,,5371.30008,Mass,,,,0.34,,18h07m39.60s,271.915,-28d29m06.8s,-28.4852222,1120
KMT-2021-BLG-0119L b,,3.23,,1897.43559,Mass,,,,0.69,,18h16m00.13s,274.0005417,-29d44m38.00s,-29.7438889,3510
